Powerbuilding 3.0 Program - 5x/Week Spreadsheet,,,,,,,,,,,,,,,,,,,,,,,,
,Hip Abduction,0,3,12-15,,N/A,8,1-2min,"Machine, band or weighted, squeeze and hold for 1 second at the top of each rep",,,,,,,,,,,,,,,
REST DAY,,,,,,,,,,,,,,,,,,,,,,,,
Week 6,Exercise,Warm-up Sets,Working Sets,Reps,Load,%1RM,RPE,Rest,Notes,,,,,,,,,,,,,,,
FULL BODY 1:,Back Squat (Top Single),4,1,1,115-117.5,87.5-90%,~7-9,3-5min,Top set. Focus on technique and explosive power.,,,,,,,,,,,,,,,
,Back Squat,0,3,3,105-110,80-85%,8-9,3-5min,"Sit back and down, keep your upper back tight to the bar",,,,,,,,,,,,,,,
,Barbell Overhead Press,3,2,8,70,70%,6,2-3min,These are intentionally light for shoulder stability and balance. Don't push these hard. Big bench day tomorrow.,,,,,,,,,,,,,,,
,Good Morning,2,2,8-10,,N/A,6,2-3min,"Set the pins high, short ROM, use low bar position, set hips back and keep shins vertical",,,,,,,,,,,,,,,
,Chest-Supported Row,1,3,8-10,,N/A,9,1-2min,Can use machine or brace against bench. Minimize cheating.,,,,,,,,,,,,,,,
FULL BODY 2:,Strict Bench Press,4,1,1,10-10,90-95%,~7-9,3-5min,Strict 1 second pause on chest. Execute the set up and rep as perfectly as possible. Don't overhype. Focus. ,,,,,,,,,,,,,,,
,Barbell Bench Press,0,3,2,10-10,87.5-90%,8-9,3-5min,"Set up a comfortable arch, quick pause on chest and explode up on each rep",,,,,,,,,,,,,,,
,Seated Leg Curl,1,2,10-12,,N/A,8,1-2min,Focus on squeezing your hamstrings to move the weight,,,,,,,,,,,,,,,
,Barbell (or EZ-Bar) Strict Curl,1,4,6-8,,N/A,10,1-2min,"Lean against wall and maintain wall contact with head, hips and back. Keep elbows pinned at sides. Control the weight.",,,,,,,,,,,,,,,
,Seated Face Pull,0,2,15-20,,N/A,9,1-2min,"Don't go too heavy, focus on mind-muscle connection",,,,,,,,,,,,,,,
,Standing Calf Raise,1,2,10-12,,N/A,9,1-2min,Push these all very hard. Go to true failure.,,,,,,,,,,,,,,,
,Hanging Leg Raise,0,2,6-8,,N/A,8,1-2min,"Knees to chest, controlled reps, straighten legs more to increase difficulty",,,,,,,,,,,,,,,
FULL BODY 3:,Wide Stance Back Squat,3,2,8,,N/A,6,2-4min,"Sit fully back on to the box, release tension in thighs, minimize rocking while seated",,,,,,,,,,,,,,,
,Barbell Pin Bench Press,3,2,8,7.5-7.5,70-80%,6,2-4min,"Set the pins just above chest height, release tension while the bar is on the pins, then explode up. Control the weight.",,,,,,,,,,,,,,,
,Neutral Grip Pulldown,1,3,6-8,,N/A,9,2-3min,Pull your elbows down against your sides,,,,,,,,,,,,,,,
,Dumbbell Skull Crusher ,1,2,8-10,,N/A,10,1-2min,Arc the dummbells behind your head. Constant tension on triceps,,,,,,,,,,,,,,,
REST DAY,,,,,,,,,,,,,,,,,,,,,,,,
FULL BODY 4:,Deadlift,4,1,2,92.5-95,92.5-95%,8-9,3-5min,"Brace your lats, chest tall, pull the slack out of the bar before lifting",,,,,,,,,,,,,,,
,Touch-And-Go Deadlift,0,2,8,65-75,65-75%,7,2-4min,1 second pause right after plates leave the floor,,,,,,,,,,,,,,,
,Dumbbell Lateral Raise,0,3,15-20,,N/A,9,1-2min,"Focus on contracting your delts to move the weight, don't let form get sloppy toward the end of the set!",,,,,,,,,,,,,,,
,Band Pull-Apart,1,3,15-20,,N/A,9,1-2min,Mind-muscle connection with rear delts,,,,,,,,,,,,,,,
,Dumbell Pullover,1,2,15-20,,N/A,7,1-2min,Use bands if no cables. Keep constant tension on the lats. Big stretch at the top by leaning slightly forward.,,,,,,,,,,,,,,,
,Hammer Curl,1,3,8-10,,N/A,9,1-2min,"Keep elbows locked in place, squeeze the dumbbell handle hard!",,,,,,,,,,,,,,,
FULL BODY 5:,Back Squat,4,3,4,100,77.5%,7-8,3-5min,"Sit back and down, keep your upper back tight to the bar",,,,,,,,,,,,,,,
,Barbell Bench Press,4,3,5,7.5,77.5%,7-8,3-5min,"Set up a comfortable arch, quick pause on chest and explode up on each rep",,,,,,,,,,,,,,,
,Chest Supported Row,1,2,10-12,,N/A,8,2-3min,"Be mindful of lower back fatgiue, stay light and minimize cheating",,,,,,,,,,,,,,,
,Hip Abduction,0,2,12-15,,N/A,8,1-2min,"Machine, band or weighted, squeeze and hold for 1 second at the top of each rep",,,,,,,,,,,,,,,
REST DAY,,,,,,,,,,,,,,,,,,,,,,,,
Week 7,Exercise,Warm-up Sets,Working Sets,Reps,Load,%1RM,RPE,Rest,Notes,,,,,,,,,,,,,,,
FULL BODY 1:,Back Squat (Top Single),4,1,1,117.5-120,90-92.5%,~8-9,3-5min,Top set. Focus on technique and explosive power.,,,,,,,,,,,,,,,
,Back Squat,0,2,3,107.5-115,82.5-87.5%,8-9,3-5min,"Sit back and down, keep your upper back tight to the bar",,,,,,,,,,,,,,,
,Barbell Overhead Press,3,2,8,70,70%,6,2-3min,These are intentionally light for shoulder stability and balance. Don't push these hard. Big bench day tomorrow.,,,,,,,,,,,,,,,
,Good Mornings,2,1,8-10,,N/A,6,2-3min,"Set the pins high, short ROM, use low bar position, set hips back and keep shins vertical",,,,,,,,,,,,,,,
,Lat Pulldown,1,3,8-10,,N/A,9,1-2min,,,,,,,,,,,,,,,,
FULL BODY 2:,Strict Bench Press,4,1,1,10-10,92.5-97.5%,~8-9,3-5min,Strict 1 second pause on chest. Execute the set up and rep as perfectly as possible. Don't overhype. Focus. ,,,,,,,,,,,,,,,
,Barbell Bench Press,0,3,1,10-10,90-95%,8-9,3-5min,"Set up a comfortable arch, quick pause on chest and explode up on each rep",,,,,,,,,,,,,,,
,Seated Leg Curl,1,2,10-12,,N/A,8,1-2min,Focus on squeezing your hamstrings to move the weight,,,,,,,,,,,,,,,
,Barbell Strict Curl,1,3,6-8,,N/A,10,1-2min,"Lean against wall and maintain wall contact with head, hips and back. Keep elbows pinned at sides. Control the weight.",,,,,,,,,,,,,,,
,Face Pull,0,2,15-20,,N/A,9,1-2min,"Don't go too heavy, focus on mind-muscle connection",,,,,,,,,,,,,,,
,Standing Calf Raise,1,2,10-12,,N/A,9,1-2min,Push these all very hard. Go to true failure.,,,,,,,,,,,,,,,
,Hanging Leg Raise,0,2,6-8,,N/A,8,1-2min,"Knees to chest, controlled reps, straighten legs more to increase difficulty",,,,,,,,,,,,,,,
FULL BODY 3:,Banded Pull Ups,3,2,8,,N/A,6,2-4min,,,,,,,,,,,,,,,,
,Close Grip Bench Press,3,2,8,,N/A,6,2-4min,"Shoulder width grip, tuck your elbows in closer to your sides",,,,,,,,,,,,,,,
,Neutral Grip Pulldown,1,3,6-8,,N/A,9,2-3min,Pull your elbows down against your sides,,,,,,,,,,,,,,,
,Dumbbell Skull Crusher ,1,2,8-10,,N/A,10,1-2min,Arc the dummbells behind your head. Constant tension on triceps,,,,,,,,,,,,,,,
REST DAY,,,,,,,,,,,,,,,,,,,,,,,,
FULL BODY 4:,Deadlift,4,1,3,90-95,90-92.5%,~9,3-5min,"Brace your lats, chest tall, pull the slack out of the bar before lifting",,,,,,,,,,,,,,,
,Pause Deadlift,0,2,4,72.5,72.5%,7,2-4min,1 second pause right after plates leave the floor,,,,,,,,,,,,,,,
,Dumbbell Lateral Raise,0,3,15-20,,N/A,9,1-2min,"Focus on contracting your delts to move the weight, don't let form get sloppy toward the end of the set!",,,,,,,,,,,,,,,
,Cable Rear Delt Flys,1,3,15-20,,N/A,9,1-2min,Mind-muscle connection with rear delts,,,,,,,,,,,,,,,
,Dumbell Pullover,1,2,15-20,,N/A,7,1-2min,Use bands if no cables. Keep constant tension on the lats. Big stretch at the top by leaning slightly forward.,,,,,,,,,,,,,,,
,Hammer Curl,1,3,8-10,,N/A,9,1-2min,"Keep elbows locked in place, squeeze the dumbbell handle hard!",,,,,,,,,,,,,,,
FULL BODY 5:,Back Squat,4,2,4,105,80%,7-8,3-5min,"Sit back and down, keep your upper back tight to the bar",,,,,,,,,,,,,,,
,Barbell Bench Press,4,2,5,7.5,80%,7-8,3-5min,"Set up a comfortable arch, quick pause on chest and explode up on each rep",,,,,,,,,,,,,,,
,Bent Over Row,1,2,10-12,,N/A,8,2-3min,"Be mindful of lower back fatgiue, stay light and minimize cheating",,,,,,,,,,,,,,,
,Hip Abduction,0,2,12-15,,N/A,8,1-2min,"Machine, band or weighted, squeeze and hold for 1 second at the top of each rep",,,,,,,,,,,,,,,
REST DAY,,,,,,,,,,,,,,,,,,,,,,,,
Week 8,Exercise,Warm-up Sets,Working Sets,Reps,Load,%1RM,RPE,Rest,Notes,,,,,,,,,,,,,,,
FULL BODY 1:,Back Squat (Top Single),4,1,1,117.5-122.5,90-95%,~8-9,3-5min,Top set. Focus on technique and explosive power.,,,,,,,,,,,,,,,
,Back Squat,0,1,3,110-117.5,85-90%,8-9,3-5min,"Sit back and down, keep your upper back tight to the bar",,,,,,,,,,,,,,,
,Barbell Overhead Press,3,2,8,70,70%,6,2-3min,These are intentionally light for shoulder stability and balance. Don't push these hard. Big bench day tomorrow.,,,,,,,,,,,,,,,
,Good Mornings,2,1,8-10,,N/A,6,2-3min,"Set the pins high, short ROM, use low bar position, set hips back and keep shins vertical",,,,,,,,,,,,,,,
,Chest-Supported Row,1,3,8-10,,N/A,9,1-2min,Can use machine or brace against bench. Minimize cheating.,,,,,,,,,,,,,,,
FULL BODY 2:,Strict Bench Press,4,1,1,10-10,92.5-97.5%,~9,3-5min,Strict 1 second pause on chest. Execute the set up and rep as perfectly as possible. Don't overhype. Focus. ,,,,,,,,,,,,,,,
,Barbell Bench Press,0,1,2,10,95%,~9,3-5min,"Set up a comfortable arch, quick pause on chest and explode up on each rep",,,,,,,,,,,,,,,
,Seated Leg Curl,1,2,10-12,,N/A,8,1-2min,Focus on squeezing your hamstrings to move the weight,,,,,,,,,,,,,,,
,Barbell (or EZ-Bar) Strict Curl,1,3,6-8,,N/A,10,1-2min,"Lean against wall and maintain wall contact with head, hips and back. Keep elbows pinned at sides. Control the weight.",,,,,,,,,,,,,,,
,Face Pull,0,2,15-20,,N/A,9,1-2min,"Don't go too heavy, focus on mind-muscle connection",,,,,,,,,,,,,,,
,Standing Calf Raise,1,2,10-12,,N/A,9,1-2min,Push these all very hard. Go to true failure.,,,,,,,,,,,,,,,
,Hanging Leg Raise,0,2,6-8,,N/A,8,1-2min,"Knees to chest, controlled reps, straighten legs more to increase difficulty",,,,,,,,,,,,,,,
FULL BODY 3:,Hack Squat,3,3,8,,N/A,6,2-4min,"Sit fully back on to the box, release tension in thighs, minimize rocking while seated",,,,,,,,,,,,,,,
,Barbell Pin Bench Press,3,3,8,7.5-7.5,70-80%,6,2-4min,"Set the pins just above chest height, release tension while the bar is on the pins, then explode up. Control the weight.",,,,,,,,,,,,,,,
,Neutral Grip Pulldown,1,3,6-8,,N/A,9,2-3min,Pull your elbows down against your sides,,,,,,,,,,,,,,,
,Barbell Skull Crusher ,1,2,8-10,,N/A,10,1-2min,Arc the dummbells behind your head. Constant tension on triceps,,,,,,,,,,,,,,,
REST DAY,,,,,,,,,,,,,,,,,,,,,,,,
FULL BODY 4:,Deadlift,4,1,1,95-97.5,95-97.5%,~9,3-5min,"Brace your lats, chest tall, pull the slack out of the bar before lifting",,,,,,,,,,,,,,,
,Touch-And-Go Deadlift,0,2,8,65-75,65-75%,7,2-4min,1 second pause right after plates leave the floor,,,,,,,,,,,,,,,
,Dumbbell Lateral Raise,0,3,15-20,,N/A,9,1-2min,"Focus on contracting your delts to move the weight, don't let form get sloppy toward the end of the set!",,,,,,,,,,,,,,,
,Cable Rear Delt Fly,1,3,15-20,,N/A,9,1-2min,Mind-muscle connection with rear delts,,,,,,,,,,,,,,,
,Dumbell Pullover,1,2,15-20,,N/A,7,1-2min,Use bands if no cables. Keep constant tension on the lats. Big stretch at the top by leaning slightly forward.,,,,,,,,,,,,,,,
,Hammer Curl,1,3,8-10,,N/A,9,1-2min,"Keep elbows locked in place, squeeze the dumbbell handle hard!",,,,,,,,,,,,,,,
FULL BODY 5:,Back Squat,4,2,4,107.5,82.5%,7-8,3-5min,"Sit back and down, keep your upper back tight to the bar",,,,,,,,,,,,,,,
,Barbell Bench Press,4,1,5,7.5,82.5%,7-8,3-5min,"Set up a comfortable arch, quick pause on chest and explode up on each rep",,,,,,,,,,,,,,,
,Chest Supported Row,1,2,10-12,,N/A,8,2-3min,"Be mindful of lower back fatgiue, stay light and minimize cheating",,,,,,,,,,,,,,,
,Hip Abduction,0,2,12-15,,N/A,8,1-2min,"Machine, band or weighted, squeeze and hold for 1 second at the top of each rep",,,,,,,,,,,,,,,
REST DAY,,,,,,,,,,,,,,,,,,,,,,,,
TAPER WEEK - LOCK IN TECHNIQUE AND PRIORITIZE RECOVERY WITH LOWER VOLUME,,,,,,,,,,,,,,,,,,,,,,,,
Week 9: Taper Week,Exercise,Warm-up Sets,Working Sets,Reps,Load,%1RM,RPE,Rest,Notes,,,,,,,,,,,,,,,
FULL BODY 1:,Back Squat,4,1,1,117.5,90%,~7-8,3-5min,Try to move the bar as explosively as possible on the positive. Approach with confidence. Technique locked. Don't overhype.,,,,,,,,,,,,,,,
,Strict Bench Press,4,1,4,7.5,75%,5-6,3-5min,Make every rep look exactly the same. 1 second pause on each rep.,,,,,,,,,,,,,,,
,Reset Deadlift,4,2,3,65,65%,4-5,3-5min,Stand up and set up again in between each rep. Think of each set as 3 separate singles.,,,,,,,,,,,,,,,
,Chest-Supported Row,1,4,6-8,,N/A,8,1-2min,Can use machine or brace against bench. Minimize cheating.,,,,,,,,,,,,,,,
REST DAY,,,,,,,,,,,,,,,,,,,,,,,,
FULL BODY 2:,Deadlift,4,1,1,90,90%,~7-8,3-5min,Try to move the bar as explosively as possible on the positive. Approach with confidence. Technique locked. Don't overhype.,,,,,,,,,,,,,,,
,Barbell Overhead Press,3,2,8,70,70%,6,2-3min,These are intentionally light for shoulder stability and balance. Don't push these hard. Big bench day tomorrow.,,,,,,,,,,,,,,,
,Anderson Squat,3,2,5,,N/A,5,2-4min,This is a pin squat that starts and ends with the bar on the pins. At the bottom you're just above parallel. Get tight.,,,,,,,,,,,,,,,
,Barbell (or EZ-Bar) Strict Curl,1,4,6-8,,N/A,6,1-2min,"Lean against wall and maintain wall contact with head, hips and back. Keep elbows pinned at sides. Control the weight.",,,,,,,,,,,,,,,
REST DAY,,,,,,,,,,,,,,,,,,,,,,,,
FULL BODY 3:,Strict Bench Press,4,1,1,10,92.5%,~8-9,3-5min,Try to move the bar as explosively as possible on the positive. Approach with confidence. Technique locked. Don't overhype.,,,,,,,,,,,,,,,
,Back Squat,4,2,5,97.5,75%,5-6,3-5min,"Sit back and down, keep your upper back tight to the bar",,,,,,,,,,,,,,,
,Seated Leg Curl,1,4,6-8,,N/A,10,1-2min,Focus on squeezing your hamstrings to move the weight,,,,,,,,,,,,,,,
,Seated Face Pull,0,4,12-15,,N/A,10,1-2min,"Don't go too heavy, focus on mind-muscle connection",,,,,,,,,,,,,,,
2 REST DAYS,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
IMPORTANT NOTES ABOUT WEEK 10 ,,,,,,,,,,,,,,,,,,,,,,,,
"If you are not feeling well recovered after completing week 9 (achy joints, poor sleep, low energy) take an extra rest day or two before running Week 10.

-        Always use a good spotter when attempting max effort lifts
-        Always use safety bars on squat and bench press (in case you have to dump the bar)
-        Do not test maxes if you are feeling joint pain
-        Do not test maxes if you do not feel properly recovered
-        Do not test maxes if you do not have a good spotter
-        Maxes should be done at a 9.5-10 RPE: It is not necessary to push to the point where you actually fail. I recommend stopping at the point where you don’t think you could get another rep with good form.


What week to run?

-        Run Week 10A only if you have competitive powerlifting goals
-        Run Week 10B if you have mostly bodybuilding and general strength goals
",,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
MAX TESTING OPTION A: Important! Choose either Week 10A or Week 10B. Do not run both weeks. See above for suggestions on which week to run.,,,,,,,,,,,,,,,,,,,,,,,,
Week 10A: Max Testing,Exercise,Warm-up Sets,Working Sets,Reps,Load,%1RM,RPE,Rest,Notes,,,,,,,,,,,,,,,
SQUAT TEST:,Back Squat,5,1+,1,130-137.5,100-105%,9.5-10,4-6min,Aim for a new PR. Start with 100% and increase by ~2.5% every attempt until you hit a 9.5-10 RPE. Use a spotter and good form!,,,,,,,,,,,,,,,
,Leg Curl,1,2,10,,N/A,7,1-2min,Can be seated or lying. Focus on squeezing your hamstrings to move the weight,,,,,,,,,,,,,,,
,Dumbbell Lateral Raise,1,2,15-20,,N/A,7,1-2min,"Focus on contracting your delts to move the weight, don't let form get sloppy toward the end of the set!",,,,,,,,,,,,,,,
REST DAY,,,,,,,,,,,,,,,,,,,,,,,,
BENCH TEST:,Barbell Bench Press,5,1+,1,10-10,100-105%,9.5-10,4-6min,Aim for a new PR. Start with 100% and increase by ~2.5% every attempt until you hit a 9.5-10 RPE. Use a spotter and good form!,,,,,,,,,,,,,,,
,Barbell (or EZ-Bar) Strict Curl,3,1,3,,N/A,10,1-2min,"Lean against wall and maintain wall contact with head, hips and back. Keep elbows pinned at sides. Control the weight.",,,,,,,,,,,,,,,
,Barbell Overhead Press,1,2,5,,N/A,7,2-3min,"Press up and back overhead, slight pause on the chest on each rep",,,,,,,,,,,,,,,
REST DAY,,,,,,,,,,,,,,,,,,,,,,,,
DEADLIFT TEST:,Deadlift,5,1+,1,100-105,100-105%,9.5-10,4-6min,Aim for a new PR. Start with 100% and increase by ~2.5% every attempt until you hit a 9.5-10 RPE. Use a spotter and good form!,,,,,,,,,,,,,,,
,Chest-Supported Row,1,3,10-12,,N/A,7,1-2min,Can use machine or brace against bench. Minimize cheating.,,,,,,,,,,,,,,,
,Dumbbell Skull Crusher,1,2,12-15,,N/A,7,1-2min,Arc the dummbells behind your head. Constant tension on triceps,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
MAX TESTING OPTION B: Important! Choose either Week 10A or Week 10B. Do not run both weeks. See above for suggestions on which week to run.,,,,,,,,,,,,,,,,,,,,,,,,
Week 10B: AMRAP Testing,Exercise,Warm-up Sets,Working Sets,Reps,Load,%1RM,RPE,Rest,Notes,,,,,,,,,,,,,,,
SQUAT TEST:,Back Squat,5,1,AMRAP,117.5,90%,9.5-10,4-6min,As many reps as possible. Always use a spotter and good form. Aim to hit 3-5 reps,,,,,,,,,,,,,,,
,Leg Curl,1,2,10,,N/A,7,1-2min,Can be seated or lying. Focus on squeezing your hamstrings to move the weight,,,,,,,,,,,,,,,
,Dumbbell Lateral Raise,1,2,15-20,,N/A,7,1-2min,Focus on contracting your delts to move the weight,,,,,,,,,,,,,,,
REST DAY,,,,,,,,,,,,,,,,,,,,,,,,
BENCH TEST:,Barbell Bench Press,5,1,AMRAP,10,90%,9.5-10,4-6min,As many reps as possible. Always use a spotter and good form. Aim to hit 3-5 reps,,,,,,,,,,,,,,,
,Barbell (or EZ-Bar) Strict Curl,3,1,3,,N/A,10,1-2min,"Lean against wall and maintain wall contact with head, hips and back. Keep elbows pinned at sides. Control the weight.",,,,,,,,,,,,,,,
,Barbell Overhead Press,1,2,5,,N/A,7,2-3min,"Press up and back overhead, slight pause on the chest on each rep",,,,,,,,,,,,,,,
REST DAY,,,,,,,,,,,,,,,,,,,,,,,,
DEADLIFT TEST:,Deadlift,5,1,AMRAP,90,90%,9.5-10,4-6min,As many reps as possible. Always use a spotter and good form. Aim to hit 3-5 reps,,,,,,,,,,,,,,,
,Chest-Supported Row,1,3,10-12,,N/A,7,1-2min,Can use machine or brace against bench. Minimize cheating.,,,,,,,,,,,,,,,
,Dumbbell Skull Crusher,1,2,12-15,,N/A,7,1-2min,Arc the dummbells behind your head. Constant tension on triceps,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,
